"filename", "language", "Markdown", "JSON", "YAML", "Go", "XML", "Docker", "PowerShell", "Batch", "HLSL", "C", "Makefile", "C++", "Python", "Shell Script", "CMake", "Properties", "Rust", "Objective-C++", "Diff", "TypeScript", "JSON with Comments", "JavaScript", "Swift", "Groovy", "comment", "blank", "total"
"c:\MyProjects\Astrix\client\vendor\libwebrtc\patches\h264_decoder_multithread_windows.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 3, 31
"c:\MyProjects\Astrix\client\vendor\libwebrtc\patches\h264_encoder_params.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 1, 100
"c:\MyProjects\Astrix\client\vendor\libwebrtc\patches\h264_multithread_windows.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 1, 28
"c:\MyProjects\Astrix\client\vendor\libwebrtc\patches\ssl_verify_callback_with_native_handle.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 2, 6, 77
"c:\MyProjects\Astrix\client\vendor\libwebrtc\patches\windows_silence_warnings.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 3, 1, 15
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\flatbuffers\src\tests\rust_usage_test\bin\flatbuffers_alloc_check.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 17, 29, 189
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\flatbuffers\src\tests\rust_usage_test\bin\flexbuffers_alloc_check.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 24, 20, 145
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\flatbuffers\src\tests\rust_usage_test\bin\monster_example.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 8, 30
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\google_benchmark\src\cmake\AddCXXCompilerFlag.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 79
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\google_benchmark\src\cmake\CXXFeatureCheck.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 83
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\google_benchmark\src\cmake\GetGitVersion.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\google_benchmark\src\cmake\GoogleTest.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 59
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\google_benchmark\src\cmake\llvm-toolchain.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\google_benchmark\src\cmake\split_list.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\google_benchmark\src\test\AssemblyTests.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 68
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\nasm\win\manifest.xml", "XML", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\perfetto\test\data\chrome\README.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\rust\chromium_crates_io\vendor\hex-v0_4\.gitlab-ci.yml", "YAML", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 48
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\rust\chromium_crates_io\vendor\hex-v0_4\.travis.yml", "YAML", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 33
"c:\MyProjects\Astrix\client\vendor\libwebrtc\src\third_party\win_virtual_display\driver\ChromiumVirtualDisplayDriver.vcxproj", "XML", 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 147
"c:\MyProjects\Astrix\client\vendor\rust-sdks\.github\workflows\builds.yml", "YAML", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 13, 116
"c:\MyProjects\Astrix\client\vendor\rust-sdks\.github\workflows\ffi-builds.yml", "YAML", 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 24, 270
"c:\MyProjects\Astrix\client\vendor\rust-sdks\.github\workflows\format.yml", "YAML", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\MyProjects\Astrix\client\vendor\rust-sdks\.github\workflows\gen-node-proto.yml", "YAML", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 66
"c:\MyProjects\Astrix\client\vendor\rust-sdks\.github\workflows\gen-protocol.yaml", "YAML", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 64
"c:\MyProjects\Astrix\client\vendor\rust-sdks\.github\workflows\license-check.yml", "YAML", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40
"c:\MyProjects\Astrix\client\vendor\rust-sdks\.github\workflows\node-builds.yml", "YAML", 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 218
"c:\MyProjects\Astrix\client\vendor\rust-sdks\.github\workflows\release.yml", "YAML", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 51
"c:\MyProjects\Astrix\client\vendor\rust-sdks\.github\workflows\tests.yml", "YAML", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 15, 129
"c:\MyProjects\Astrix\client\vendor\rust-sdks\.github\workflows\webrtc-builds.yml", "YAML", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 33, 219
"c:\MyProjects\Astrix\client\vendor\rust-sdks\README.md", "Markdown", 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 48, 214
"c:\MyProjects\Astrix\client\vendor\rust-sdks\download_ffi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 23, 127
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\agent_dispatch\README.md", "Markdown", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\agent_dispatch\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 8, 11, 66
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\api\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\basic_room\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 2, 8, 43
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\basic_text_stream\README.md", "Markdown", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\basic_text_stream\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 10, 68
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\encrypted_text_stream\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 12, 21, 173
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\local_audio\README.md", "Markdown", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 165
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\local_audio\src\audio_capture.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 2, 14, 140
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\local_audio\src\audio_mixer.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 11, 17, 138
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\local_audio\src\audio_playback.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 2, 13, 107
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\local_audio\src\db_meter.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 25, 30, 228
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\local_audio\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 598, 0, 0, 0, 0, 0, 0, 0, 69, 144, 811
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\local_video\README.md", "Markdown", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 68
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\local_video\src\list_devices.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 11, 14, 113
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\local_video\src\publisher.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 372, 0, 0, 0, 0, 0, 0, 0, 37, 39, 448
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\local_video\src\subscriber.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 970, 0, 0, 0, 0, 0, 0, 0, 49, 79, 1098
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\app\build.gradle", "Groovy", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 5, 67
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\app\src\main\AndroidManifest.xml", "XML", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\app\src\main\res\drawable-v24\ic_launcher_foreground.xml", "XML", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\app\src\main\res\drawable\ic_launcher_background.xml", "XML", 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 171
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\app\src\main\res\mipmap-anydpi-v26\ic_launcher.xml", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\app\src\main\res\mipmap-anydpi-v26\ic_launcher_round.xml", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\app\src\main\res\values\colors.xml", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\app\src\main\res\values\strings.xml", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\app\src\main\res\values\themes.xml", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\app\src\main\res\xml\backup_rules.xml", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 13
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\app\src\main\res\xml\data_extraction_rules.xml", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 19
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\build.gradle", "Groovy", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 6
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\gradle.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 23
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\gradle\wrapper\gradle-wrapper.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\gradlew.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 22, 95
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\android\settings.gradle", "Groovy", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 1, 17
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\build.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\build_android.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\build_ios_framework.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\include\mobile_example.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 15
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\ios\RustExample-Bridging-Header.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 14
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\ios\rust-example\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 12, 13, 38
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\ios\rust-example\Assets.xcassets\AccentColor.colorset\Contents.json", "JSON", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\ios\rust-example\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\ios\rust-example\Assets.xcassets\Contents.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\ios\rust-example\Base.lproj\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\ios\rust-example\Base.lproj\Main.storyboard", "XML", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 25
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\ios\rust-example\MobileExample-Bridging.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 14
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\ios\rust-example\SceneDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 22, 14, 53
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\ios\rust-example\ViewController.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7, 7, 20
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\mobile\src\lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 429, 0, 0, 0, 0, 0, 0, 0, 45, 81, 555
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\play_from_disk\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 2, 36, 199
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\rpc\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 314, 0, 0, 0, 0, 0, 0, 0, 5, 38, 357
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\save_to_disk\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 27, 144
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\screensharing\src\lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 3, 34, 279
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\screensharing\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\send_bytes\README.md", "Markdown", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 44
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\send_bytes\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 1, 16, 81
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\send_bytes\src\packet.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 9, 5, 57
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\webhooks\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 10, 59
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\wgpu_room\src\app.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 385, 0, 0, 0, 0, 0, 0, 0, 19, 52, 456
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\wgpu_room\src\logo_track.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 1, 29, 204
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\wgpu_room\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 1, 7, 44
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\wgpu_room\src\service.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 6, 24, 212
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\wgpu_room\src\sine_track.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 1, 19, 133
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\wgpu_room\src\video_grid.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 6, 38, 175
"c:\MyProjects\Astrix\client\vendor\rust-sdks\examples\wgpu_room\src\video_renderer.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 5, 21, 161
"c:\MyProjects\Astrix\client\vendor\rust-sdks\imgproc\CHANGELOG.md", "Markdown", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 52
"c:\MyProjects\Astrix\client\vendor\rust-sdks\imgproc\src\colorcvt\assert.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 13, 21, 179
"c:\MyProjects\Astrix\client\vendor\rust-sdks\imgproc\src\colorcvt\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1010, 0, 0, 0, 0, 0, 0, 0, 13, 93, 1116
"c:\MyProjects\Astrix\client\vendor\rust-sdks\imgproc\src\lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 13, 2, 16
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\CHANGELOG.md", "Markdown", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 142
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\audio_frame.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 14, 4, 36
